"Date","Time","Value","Raw"
"06/01/2025","10:05:49","13.62","1362",
"06/01/2025","07:45:49","13.59","1359",
"06/01/2025","07:15:49","13.34","1334",
"06/01/2025","06:05:49","13.05","1305",
"06/01/2025","02:05:49","13.09","1309",
"05/31/2025","22:05:49","13.13","1313",
"05/31/2025","20:30:49","13.16","1316",
"05/31/2025","18:05:48","13.41","1341",
"05/31/2025","14:05:48","13.59","1359",
"05/31/2025","10:05:48","13.68","1368",
"05/31/2025","06:25:52","13.43","1343",
"05/31/2025","06:05:48","13.15","1315",
"05/31/2025","02:05:48","13.07","1307",
"05/30/2025","22:05:48","14.4","1440",
"05/30/2025","18:05:48","13.29","1329",
"05/30/2025","17:35:48","13.35","1335",
"05/30/2025","14:05:47","13.6","1360",
"05/30/2025","10:05:47","13.63","1363",
"05/30/2025","07:10:47","13.62","1362",
"05/30/2025","06:45:47","13.37","1337",
"05/30/2025","06:05:47","13.1","1310",
"05/30/2025","02:05:47","13.07","1307",
"05/29/2025","22:05:47","14.41","1441",
"05/29/2025","18:05:47","14.65","1465",
"05/29/2025","10:05:46","13.62","1362",
"05/29/2025","06:45:46","13.6","1360",
"05/29/2025","06:25:46","13.32","1332",
"05/29/2025","06:05:46","13.05","1305",
"05/29/2025","02:05:46","13.1","1310",
"05/28/2025","22:05:46","13.18","1318",
"05/28/2025","19:15:46","14.62","1462",
"05/28/2025","18:05:46","13.59","1359",
"05/28/2025","14:05:46","13.62","1362",
"05/28/2025","10:05:46","13.7","1370",
"05/28/2025","06:25:45","13.45","1345",
"05/28/2025","06:05:45","13.13","1313",
"05/28/2025","02:05:45","13.09","1309",
"05/27/2025","22:05:45","13.15","1315",
"05/27/2025","20:05:46","13.21","1321",
"05/27/2025","18:05:45","13.46","1346",
"05/27/2025","14:05:45","13.6","1360",
"05/27/2025","10:05:45","13.63","1363",
"05/27/2025","06:50:45","13.59","1359",
"05/27/2025","06:25:45","13.34","1334",
"05/27/2025","06:05:45","13.05","1305",
"05/27/2025","02:05:45","13.1","1310",
"05/26/2025","22:05:44","13.16","1316",
"05/26/2025","18:05:44","13.4","1340",
"05/26/2025","14:05:44","13.62","1362",
"05/26/2025","10:05:44","13.63","1363",
"05/26/2025","06:25:46","13.49","1349",
"05/26/2025","06:05:44","13.15","1315",
"05/26/2025","02:05:44","18.21","1821",
"05/25/2025","22:05:44","13.15","1315",
"05/25/2025","18:05:46","13.35","1335",
"05/25/2025","18:00:44","13.37","1337",
"05/25/2025","14:05:47","13.62","1362",
"05/25/2025","06:30:43","13.43","1343",
"05/25/2025","02:05:43","13.1","1310",
"05/24/2025","22:05:43","13.15","1315",
