"Date","Time","Value","Raw"
"06/01/2025","07:20:24","14.12","1412",
"06/01/2025","07:15:24","13.79","1379",
"06/01/2025","06:50:24","13.52","1352",
"06/01/2025","06:30:24","13.27","1327",
"05/31/2025","22:30:23","13.12","1312",
"05/31/2025","19:45:23","13.29","1329",
"05/31/2025","19:20:23","13.54","1354",
"05/31/2025","18:30:23","13.88","1388",
"05/31/2025","14:30:23","13.84","1384",
"05/31/2025","10:30:22","13.92","1392",
"05/31/2025","06:30:22","14.12","1412",
"05/31/2025","06:15:22","14.14","1414",
"05/31/2025","06:10:22","13.88","1388",
"05/31/2025","06:05:22","13.63","1363",
"05/31/2025","05:55:22","13.32","1332",
"05/31/2025","02:30:21","13.05","1305",
"05/30/2025","22:30:21","13.12","1312",
"05/30/2025","20:05:21","13.21","1321",
"05/30/2025","19:15:20","13.46","1346",
"05/30/2025","18:30:20","13.73","1373",
"05/30/2025","14:30:20","13.84","1384",
"05/30/2025","10:30:19","13.98","1398",
"05/30/2025","06:40:19","14.18","1418",
"05/30/2025","06:30:19","13.71","1371",
"05/30/2025","06:10:19","13.75","1375",
"05/30/2025","06:00:19","13.34","1334",
"05/30/2025","02:30:19","13.05","1305",
"05/29/2025","22:30:18","13.1","1310",
"05/29/2025","19:10:18","13.34","1334",
"05/29/2025","18:30:22","13.59","1359",
"05/29/2025","14:30:17","13.92","1392",
"05/29/2025","06:30:16","14.2","1420",
"05/29/2025","06:10:16","13.43","1343",
"05/29/2025","02:30:16","13.05","1305",
"05/28/2025","22:30:16","13.12","1312",
"05/28/2025","21:35:15","13.13","1313",
"05/28/2025","19:30:19","13.38","1338",
"05/28/2025","19:10:15","13.67","1367",
"05/28/2025","18:30:15","13.98","1398",
"05/28/2025","14:30:15","13.93","1393",
"05/28/2025","10:30:14","13.99","1399",
"05/28/2025","06:05:14","13.62","1362",
"05/28/2025","05:55:14","13.34","1334",
"05/28/2025","02:30:13","13.05","1305",
"05/27/2025","22:30:13","13.12","1312",
"05/27/2025","19:40:13","13.32","1332",
"05/27/2025","18:30:12","13.87","1387",
"05/27/2025","14:30:12","13.87","1387",
"05/27/2025","10:30:15","14.01","1401",
"05/27/2025","06:30:11","19.99","1999",
"05/27/2025","06:25:11","14.17","1417",
"05/27/2025","06:10:11","13.38","1338",
"05/27/2025","02:30:11","13.05","1305",
"05/26/2025","20:50:10","13.16","1316",
"05/26/2025","19:25:10","13.41","1341",
"05/26/2025","19:10:10","13.67","1367",
