"Date","Time","Value"
"07/07/2025","01:16:40","1.38"
"07/06/2025","13:16:40","1.38"
"07/05/2025","13:16:40","1.38"
"07/05/2025","01:16:40","1.38"
"07/04/2025","13:16:40","1.38"
"07/04/2025","01:16:40","1.38"
"07/03/2025","13:16:40","1.38"
"07/03/2025","01:16:40","1.38"
"07/02/2025","13:16:40","1.38"
"07/02/2025","01:16:53","1.38"
"07/01/2025","01:16:40","1.38"
"06/30/2025","13:16:40","1.38"
"06/30/2025","01:16:40","1.38"
"06/29/2025","13:16:40","1.38"
"06/29/2025","01:16:40","1.38"
"06/28/2025","13:16:40","1.38"
"06/28/2025","01:16:40","1.38"
"06/27/2025","13:16:40","1.38"
"06/26/2025","13:16:40","1.38"
"06/26/2025","01:16:40","1.38"
"06/25/2025","13:16:40","1.38"
"06/25/2025","01:16:40","1.38"
"06/24/2025","13:16:53","1.38"
"06/24/2025","01:16:40","1.38"
"06/23/2025","13:16:40","1.38"
"06/23/2025","01:16:53","1.38"
"06/22/2025","13:16:40","1.38"
"06/22/2025","01:16:40","1.38"
"06/21/2025","13:16:40","1.38"
"06/21/2025","01:16:40","1.38"
"06/20/2025","13:16:40","1.38"
"06/20/2025","01:16:40","1.38"
"06/19/2025","13:16:40","1.38"
"06/19/2025","01:16:40","1.38"
"06/18/2025","13:16:40","1.38"
"06/18/2025","01:16:53","1.38"
"06/17/2025","13:16:40","1.38"
"06/17/2025","01:16:40","1.38"
"06/16/2025","13:16:40","1.38"
"06/16/2025","01:16:40","1.38"
"06/15/2025","01:16:40","1.38"
"06/14/2025","13:16:40","1.38"
"06/14/2025","01:16:40","1.38"
"06/13/2025","13:16:40","1.38"
"06/13/2025","01:16:40","1.38"
"06/12/2025","13:16:40","1.38"
"06/12/2025","01:16:40","1.38"
"06/11/2025","13:16:40","1.38"
"06/11/2025","01:16:53","1.38"
"06/10/2025","13:16:40","1.38"
"06/10/2025","01:16:40","1.38"
"06/09/2025","13:16:40","1.38"
"06/09/2025","01:16:40","1.38"
"06/08/2025","13:16:40","1.38"
"06/08/2025","01:16:40","1.38"
"06/07/2025","13:16:40","1.38"
"06/07/2025","01:16:40","1.38"
"06/06/2025","13:16:40","1.38"
"06/06/2025","01:16:40","1.38"
"06/05/2025","14:09:13","1.38"
"06/05/2025","14:04:01","1.34"
"06/05/2025","14:02:17","1.3"
"06/05/2025","14:00:01","1.26"
"06/05/2025","13:16:40","1.22"
"06/05/2025","01:16:40","1.22"
"06/04/2025","13:16:40","1.22"
"06/04/2025","01:16:54","1.22"
"06/03/2025","13:16:40","1.22"
"06/02/2025","13:16:40","1.22"
"06/02/2025","01:16:40","1.22"
"06/01/2025","13:16:40","1.22"
"06/01/2025","01:16:40","1.22"
"05/31/2025","13:16:40","1.22"
"05/31/2025","01:16:40","1.22"
"05/30/2025","13:16:40","1.22"
"05/30/2025","01:16:40","1.22"
"05/29/2025","13:16:40","1.22"
"05/29/2025","01:16:40","1.22"
"05/28/2025","13:16:40","1.22"
"05/28/2025","01:16:40","1.22"
"05/27/2025","13:16:40","1.22"
"05/27/2025","01:16:40","1.22"
"05/26/2025","13:16:40","1.22"
"05/26/2025","01:16:54","1.22"
"05/25/2025","13:16:40","1.22"
"05/25/2025","01:16:41","1.22"
"05/24/2025","13:16:40","1.22"
"05/24/2025","01:16:41","1.22"
"05/23/2025","13:16:41","1.22"
"05/23/2025","13:16:24","1.22"
"05/23/2025","01:16:41","1.22"
"05/22/2025","13:16:41","1.22"
"05/22/2025","01:16:41","1.22"
"05/21/2025","13:16:41","1.22"
"05/21/2025","01:16:41","1.22"
"05/20/2025","13:16:41","1.22"
"05/20/2025","01:16:41","1.22"
"05/19/2025","13:16:41","1.22"
"05/19/2025","01:16:41","1.22"
"05/18/2025","13:16:41","1.22"
"05/18/2025","01:16:41","1.22"
"05/17/2025","13:16:41","1.22"
"05/17/2025","01:16:41","1.22"
"05/16/2025","13:16:41","1.22"
"05/16/2025","01:16:41","1.22"
"05/15/2025","13:16:54","1.22"
"05/15/2025","01:16:41","1.22"
"05/14/2025","13:16:54","1.22"
"05/14/2025","01:16:41","1.22"
"05/13/2025","13:16:41","1.22"
"05/13/2025","01:16:41","1.22"
"05/12/2025","13:16:41","1.22"
"05/12/2025","01:16:41","1.22"
"05/11/2025","13:16:41","1.22"
"05/11/2025","01:16:41","1.22"
"05/10/2025","13:16:41","1.22"
"05/10/2025","01:16:41","1.22"
"05/09/2025","13:16:41","1.22"
"05/09/2025","01:16:41","1.22"
"05/08/2025","13:16:54","1.22"
"05/08/2025","01:16:41","1.22"
"05/07/2025","13:16:41","1.22"
"05/07/2025","01:16:41","1.22"
"05/06/2025","13:16:41","1.22"
"05/06/2025","01:16:41","1.22"
"05/05/2025","22:59:05","1.22"
"05/05/2025","22:34:56","1.18"
"05/05/2025","21:56:30","1.14"
"05/05/2025","21:15:35","1.1"
"05/05/2025","20:18:12","1.06"
